Date,Sampling_Area,COVID_N1,COVID_N2,PMMoV,Avg_FlowRate,Project,Temperature,Bemerkung,bestimmungsgrenze,precipitation_event,flow_normalized_COVID_N1,flow_normalized_COVID_N2,PMMoV_normalized_COVID_N1,PMMoV_normalized_COVID_N2
2022-04-04,North_South,42476.64010062659,17289.326634725832,27597519.548732772,547.9513888888889,ESI_CorA,,,False,light_rain,73243.2981492362,29812.322785108296,59766.76888826668,24326.95210269631
2022-04-06,North_South,68902.801734234,36355.0983611672,39284504.420756005,486.342592592592,ESI_CorA,,,False,light_rain,105452.01693685338,55639.514673291014,68107.55241310735,35935.501965033334
2022-04-11,North_South,16040.836401258737,9426.230107128147,33866503.792965695,502.73148148148096,ESI_CorA,,,False,light_rain,25376.913247994817,14912.478233707126,18392.311573265404,10808.049951684023
2022-04-13,North_South,43202.841985789295,25335.09471760277,50358079.83179448,488.27546296296305,ESI_CorA,,,False,light_rain,66382.39553267385,38928.09364149837,33313.696529009074,19535.882783672845
2022-04-18,North_South,22615.719544403437,21468.172012266074,25887957.448101908,387.731481481481,ESI_CorA,,,False,dry,27594.159987830753,26194.000681235764,33922.84705445952,32201.562912074074
2022-04-20,North_South,36964.62519767202,26582.443497416127,46759916.851188295,422.939814814815,ESI_CorA,,,False,dry,49197.22211702079,35379.29493839149,30696.739403387557,22075.00647935278
2022-04-25,North_South,9764.08226329891,4862.178996445373,18668585.63419226,540.50925925926,ESI_CorA,,,False,light_rain,16607.72983413653,8270.081406595564,20309.521154141472,10113.446867884773
2022-04-27,North_South,6524.195778481239,3463.6975910150604,15659380.62047112,541.631944444444,ESI_CorA,,,False,light_rain,11120.055600804719,5903.641016337963,16178.269851436513,8589.048553085717
2022-05-02,North_South,8746.910788163346,3463.6975910150595,17049113.97143001,421.296296296296,ESI_CorA,,,False,dry,11596.262607596827,4592.015150430623,19921.982469681814,7888.924942719163
2022-05-04,North_South,24129.923337548586,13237.50040933583,55197906.887695655,429.12037037037,ESI_CorA,,,False,dry,32584.478647635853,17875.607949606303,16975.125864712594,9312.430563465223
2022-05-09,North_South,16991.60433495389,34067.9248781099,88920981.24433738,446.15740740740705,ESI_CorA,,,False,dry,23856.031410922853,47831.00347536168,7420.100894016478,14877.196694448307
2022-05-11,North_South,9047.55029863725,8626.50255701949,5584267.745846024,420.868055555556,ESI_CorA,,,False,dry,11982.644452859458,11425.005620363001,62913.58651376129,59985.76377231906
2022-05-16,North_South,9047.55029863725,11426.959240759214,10395245.69369682,953.993055555555,ESI_CorA,,,False,heavy_rain,27161.385722490973,34304.53960783087,33796.82619308537,42685.02993938359
2022-05-18,North_South,12157.154656377134,13497.408593195842,14166576.98517,501.087962962963,ESI_CorA,,,False,light_rain,19169.9780428557,21283.354015019402,33323.198954177344,36996.883286415534
2022-05-23,North_South,9047.55029863725,8626.50255701949,4588337.990495606,1358.842592592592,ESI_CorA,,,False,heavy_rain,38687.96274629458,36887.532927786364,76569.40545182947,73006.07900672939
2022-05-24,North_South,9047.550298637252,9299.064649310596,7892776.226115332,1293.333333333334,ESI_CorA,,,False,heavy_rain,36822.831497410196,37846.47549477156,44512.387261384014,45749.794494218484
2022-05-30,North_South,32015.18425809366,25238.440689680025,6022540.140586454,477.21064814814804,ESI_CorA,,,False,light_rain,48077.49538611806,37900.7975099862,206421.99588760303,162728.07484897037
2022-02-28,South,5754.24255833863,3463.69759101506,5426348.22385588,440.960648148148,ESI_CorA,11.8,3.46369759101506,False,dry,7984.793747572467,4806.351242204845,41177.51888572986,24786.31575267813
2022-03-02,North,69802.0873955279,32133.5542825623,52128395.943441,454.606481481482,ESI_CorA,12.0,,False,dry,99857.2811115199,45969.53304453311,51996.45307344904,23936.68885385547
2022-03-02,South,11913.2847940839,8173.14001577588,7364684.80990078,454.606481481482,ESI_CorA,15.6,,False,dry,17042.874690888526,11692.308504966477,62814.083807413495,43093.76555621486
2022-03-07,North,71179.1496998459,22482.9654597618,42685558.626143,446.041666666667,ESI_CorA,13.05,,False,dry,99908.84287915057,31557.655198873133,64751.74798369569,20452.77752706538
2022-03-07,South,17522.5834622405,10906.01757883,8340562.35263117,446.041666666667,ESI_CorA,14.38,,False,dry,24595.138398647916,15307.960284933546,81579.7695846797,50775.069959555854
2022-03-09,North,72760.8442075521,28855.4838497299,26709841.7001215,441.608796296296,ESI_CorA,15.56,,False,dry,101113.96674024485,40099.760606576696,105780.61453138223,41950.4590342286
2022-03-09,South,16728.1425901377,8936.45416059012,3611151.04326161,441.608796296296,ESI_CorA,13.91,,False,dry,23246.690880336097,12418.77191793006,179879.52755904858,96094.65867464324
2022-03-14,North,56579.7815346081,21823.6889092221,90804935.5558932,404.606481481482,ESI_CorA,14.0,,False,dry,72039.35327094179,27786.682669407994,24195.32623281984,9332.508158222925
2022-03-14,South,9823.09213114015,6083.15514416229,10880176.0543215,403.668981481482,ESI_CorA,13.8,,False,dry,12478.124076322114,7727.3391770136905,35058.389764085994,21710.640722117798
2022-03-16,North,109799.433281636,39126.0011027829,52885184.5577794,209.43287037037,ESI_CorA,13.3,,False,dry,72363.68043073843,25786.1207085851,80620.5478029869,28728.37817072955
2022-03-16,South,76402.6976462743,33523.754221536,24866230.7553667,240.231481481481,ESI_CorA,14.2,,False,dry,57758.288555036546,25343.014440930823,119310.42810215314,52350.683823765045
2022-03-21,South,65029.8141446619,37935.2455778697,51441639.8246053,209.907407407407,ESI_CorA,12.8,,False,dry,42955.2232936987,25057.997872694996,49088.23070144954,28635.697504841653
2022-03-21,North,65029.8141446619,37935.2455778697,51441639.8246053,210.150462962963,ESI_CorA,15.4,,False,dry,43004.96191793609,25087.01297830415,49088.23070144954,28635.697504841653
2022-03-23,North,75016.1172218168,32615.3077589074,39149405.1105405,210.162037037037,ESI_CorA,15.6,,False,dry,49611.75090084327,21570.06499422853,74406.19310033756,32350.12657293899
2022-03-23,South,29049.028430992,15533.8808478941,12425909.2847162,234.861111111111,ESI_CorA,15.1,,False,dry,21469.326778793307,11480.658117655623,90778.52113677764,48543.54197203644
2022-03-28,North,47283.6478921963,25296.368862158,60733753.7415176,205.497685185185,ESI_CorA,16.9,,False,dry,30576.911221303682,16358.39998392366,30231.557414048897,16173.63849267439
2022-03-28,South,51628.6428831375,21014.6812742487,25800943.407639,224.74537037037,ESI_CorA,14.9,,False,dry,36513.8113208007,14862.410944086583,77702.46450533731,31627.647650924548
2022-03-30,North,50877.6941416524,32170.3582577904,24958157.566781,229.618055555556,ESI_CorA,13.2,,False,dry,36762.84885011169,23245.43275865293,79157.95546632406,50052.18552585837
2022-03-30,South,53948.6493983922,31298.5869171567,61636841.3688284,249.12037037037,ESI_CorA,14.2,,False,dry,42292.71064402053,24536.33399195874,33987.55100155724,19718.05283331594
2022-04-04,North,66231.8100708504,22977.3056064435,35436920.580008,262.777777777778,ESI_CorA,13.89,,False,dry,54768.51471936526,19000.430442285462,72575.54727764241,25178.090823267557
2022-04-04,South,20587.05939508,12048.047582253,20373778.2843116,285.173611111111,ESI_CorA,13.37,,False,dry,18474.78342987094,10811.892342822837,39237.59790269203,22962.79606877324
2022-04-06,North,119450.785764984,58876.4442003743,59403871.2574916,226.319444444444,ESI_CorA,14.4,,False,dry,85071.98822333023,41931.37898230613,78082.54016530149,38486.32965973754
2022-04-06,South,24906.7508245356,16752.9263439031,21772971.4765057,260.023148148148,ESI_CorA,13.7,,False,dry,20380.02871352315,13708.135690984878,44420.04997692396,29878.077260998052
2022-04-11,North,23317.5155439927,10182.1215146533,49479283.6017043,224.861111111111,ESI_CorA,14.0,,False,dry,16499.558781445783,7204.906205975616,18299.471301179205,7990.878791995531
2022-04-11,South,10152.3274715255,8814.53990946909,21232169.9823953,277.87037037037,ESI_CorA,13.8,,False,dry,8877.354466549032,7707.572027731511,18567.391976210856,16120.738623541914
2022-04-13,South,23488.9670945282,20656.9323912404,30263374.3856521,252.523148148148,ESI_CorA,15.1,,False,dry,18665.551142323256,16415.069527771255,30138.8196373422,26505.020722916182
2022-04-13,North,64319.1129061847,30346.0498767453,71882272.6455769,235.752314814815,ESI_CorA,16.8,,False,dry,47716.84439035059,22513.024113727115,34745.448106156815,16393.060376271358
2022-04-18,North,40245.265275147,37935.2455778697,41207786.8457897,189.548611111111,ESI_CorA,16.7,,False,dry,24005.519253436596,22627.637360009183,37924.090516512624,35747.3028746488
2022-04-18,South,5754.24255833863,5718.52161316014,11235569.0788948,198.18287037037,ESI_CorA,15.16,,False,dry,3588.6407343941605,3566.363321226579,19887.15968896446,19763.705014643176
2022-04-20,North,49771.7013475191,24526.5025294417,53806567.5044736,200.138888888889,ESI_CorA,16.96,,False,dry,31346.54459014646,15446.952472276831,35919.21767728505,17700.27464133314
2022-04-20,South,25460.2116504951,28429.2658983623,40430011.23578,222.800925925926,ESI_CorA,15.78,,False,dry,17850.67752687433,19932.34246611466,24453.31926614534,27304.95429723864
2022-04-25,North,14805.4056992176,5857.65161096838,24917701.6148151,239.456018518519,ESI_CorA,15.04,3x Nord beschriftet,False,dry,11156.340816889158,4413.925500333741,23072.359077526064,9128.411883130872
2022-04-25,South,5754.24255833863,4070.38579657353,13698074.6764011,301.053240740741,ESI_CorA,15.5,makroskop. unterschieden,False,dry,5451.389017247372,3856.1559062618207,16312.04105298962,11538.668998058933
2022-04-27,North,5754.24255833863,3463.69759101506,17021562.0821752,312.407407407407,ESI_CorA,15.8,,False,dry,5656.987134425464,3405.1558500116294,13127.088770681039,7901.694322245672
2022-04-27,South,7573.55590562536,3463.69759101506,13802879.6351484,229.224537037037,ESI_CorA,15.39,,False,dry,5463.0684663792545,2498.485166326334,21306.38671425412,9744.284092572972
2022-05-02,North,11927.8398134035,3463.69759101506,33799854.8432417,204.224537037037,ESI_CorA,17.3,,False,dry,7665.587084991997,2225.991959597483,13703.346312977226,3979.2827834397985
2022-05-02,South,5754.24255833863,3463.69759101506,1289752.59136509,217.071759259259,ESI_CorA,16.2,schmutzige Pr. KA-Eindicker defekt,False,dry,3930.6755226048317,2366.0231908331402,173245.28592873522,104282.93097525036
2022-05-04,South,5754.24255833863,3463.69759101506,6176559.40558567,223.506944444444,ESI_CorA,16.3,schmutzige Pr. KA-Eindicker defekt,False,dry,4047.202080353071,2436.1649607133418,36176.055599223204,21775.74465467682
2022-05-04,North,44104.7486416478,23861.8688993213,108485339.548941,205.613425925926,ESI_CorA,17.3,-,False,dry,28537.276567282777,15439.442988892963,15786.794991149909,8541.085575161036
2022-05-09,North,34525.9798589322,34067.9248781099,169441173.086096,219.571759259259,ESI_CorA,18.55,WDH,False,dry,23856.031410922857,23539.534267175626,7912.3726639068,7807.399489397835
2022-05-11,North,9047.55029863725,8626.50255701949,2466426.38171041,199.490740740741,ESI_CorA,18.88,am 19.5. aus eingefrorener,False,dry,5679.753039889054,5415.433184076581,142443.4617426748,135814.54055458232
2022-05-11,South,9047.55029863725,8626.50255701949,8393862.23281426,221.377314814815,ESI_CorA,16.88,PEG-Fällung nochmal RNA Extraktion,False,dry,6302.891412970404,6009.572436286419,41855.14393729802,39907.32234491185
2022-05-16,North,9047.55029863725,8626.50255701949,8994118.22431685,459.548611111111,ESI_CorA,18.07,,False,dry,13083.92866377318,12475.039137488995,39061.78495568704,37243.95849479101
2022-05-16,South,9047.55029863725,14029.7713341086,11697487.4111999,494.444444444444,ESI_CorA,17.71,,False,light_rain,14077.457058717791,21829.500470341878,30034.339819670076,46573.37134719788
2022-05-18,North,13385.6522958716,17479.6094390606,18874479.6254756,275.694444444444,ESI_CorA,19.15,,False,dry,11612.968762256533,15164.75655466274,27538.749987986197,35961.38489107449
2022-05-18,South,10654.4939922733,8626.50255701949,8408014.75388321,225.393518518519,ESI_CorA,17.83,,False,dry,7557.009280599165,6118.597460356662,49206.11012688547,39840.1496249745
2022-05-23,North,9047.55029863725,8626.50255701949,6985771.3441806,612.534722222222,ESI_CorA,16.9,,False,light_rain,17439.6362340478,16628.04423305201,50291.699317779436,47951.2639821439
2022-05-23,South,9047.55029863725,8626.50255701949,2620636.41364241,746.30787037037,ESI_CorA,16.6,,False,light_rain,21248.326512246775,20259.48869473436,134061.44786639203,127822.6022121542
2022-05-24,North,9047.55029863725,10021.5645268921,3548949.68238578,623.518518518519,ESI_CorA,18.4,,False,light_rain,17752.358770300707,19663.489347818693,98994.44719884325,109651.69660970531
2022-05-24,South,9047.55029863725,8626.50255701949,11936365.9338116,669.814814814815,ESI_CorA,17.6,,False,light_rain,19070.47272710948,18182.986146952866,29433.27256322668,28063.530198485903
2022-05-30,South,44393.5190249544,39665.7749607472,6443119.9145049,246.25,ESI_CorA,17.49,,False,dry,34401.03547908124,30737.453612606878,267548.8131403192,239055.8632460159
2022-05-30,North,18817.416756228,9856.03207273062,5574118.42823923,230.960648148148,ESI_CorA,17.61,,False,dry,13676.459907036815,7163.3438973793245,131088.16449129555,68660.28266892585
2022-06-01,South,44393.5190249544,48927.9504718782,19324923.4041753,245.011574074074,ESI_CorA,17.86,,False,dry,34228.02782744269,37724.1382768012,89203.41105590564,98314.80301465977
2022-06-01,North_South,63190.0,58730.00000000001,,448.0,AMELAG,,,False,dry,89084.48484050456,82796.83169303424,,
2022-06-01,North,18817.416756228,9856.03207273062,12098322.2980269,202.905092592593,ESI_CorA,19.19,,False,dry,12015.134985229919,6293.188767975808,60396.882759038,31634.18344173155
2022-06-06,North_South,47800.0,16530.0,,453.0,AMELAG,,,False,dry,68139.94868245222,23563.877651065588,,
2022-06-06,North,27589.2817465273,7870.16040944203,46763047.4831514,205.601851851852,ESI_CorA,17.56,,False,dry,17850.201372173826,5091.975551611928,22909.58694535618,6535.223563647395
2022-06-06,South,20230.6004454162,8664.48330067771,35163972.1339119,247.337962962963,ESI_CorA,18.72,,False,dry,15746.181608371313,6743.869415209783,22340.377949728372,9568.07150625666
2022-06-08,South,6609.68339684784,3464.69759101506,5986935.00525585,648.668981481482,ESI_CorA,16.75,,False,light_rain,13492.09815050981,7072.356897170487,42870.22712659768,22471.934544191117
2022-06-08,North_South,14400.0,7560.0,,1299.0,AMELAG,,,False,heavy_rain,58863.67148228353,30903.42752819885,,
2022-06-08,North,7794.36434079695,4098.43796570578,11585385.9288585,650.474537037037,ESI_CorA,17.8,,False,light_rain,15954.628891839444,8389.273829144004,26124.613121380527,13736.861862566426
2022-06-13,North_South,22559.3936980712,9638.75632077986,23188767.3187485,387.592592592593,ESI_CorA,18.67,Wartung Nordzulauf,False,dry,27515.575170769025,11756.340956974343,37777.17092790204,16140.723901353307
2022-06-13,North_South,22600.0,9640.0,,388.0,AMELAG,,,False,dry,27594.07677347146,11770.2168184188,,
2022-06-14,North_South,17400.0,29400.0,,419.0,AMELAG,,,False,dry,22942.40672893338,38764.7561971633,,
2022-06-14,North_South,17382.0607393958,29423.5022222047,29370097.4237648,418.69212962963,ESI_CorA,18.9,Wartung Nordzulauf,False,dry,22901.913183841392,38767.23845120561,22981.350506919713,38901.70606624641
2022-06-20,South,6608.68339684784,3463.69759101506,2991144.07502635,871.724537037037,ESI_CorA,17.88,,False,light_rain,18128.836018239985,9501.560579257788,85794.07274698926,44965.798064839495
2022-06-20,North_South,13220.0,6920.0,,1519.0,AMELAG,,,False,heavy_rain,63192.412031509404,33078.025057340776,,
2022-06-20,North,6609.68339684784,3464.69759101506,2584080.56372642,647.106481481482,ESI_CorA,18.12,,False,light_rain,13459.598672406164,7055.321154800641,99324.01762945563,52064.170694594366
2022-06-22,North_South,61930.2166263995,23780.0662065216,34510628.562093,448.80787037037,ESI_CorA,19.3,Wartung Nordzulauf,False,dry,87465.89951117094,33585.29962418983,69683.41084185321,26757.150444216903
2022-06-22,North_South,61900.0,23800.0,,449.0,AMELAG,,,False,dry,87460.6485691052,33627.842260819125,,
2022-06-27,North_South,63377.6023061514,19891.1766068194,21113117.0326181,422.256944444445,ESI_CorA,19.74,Wartung Nordzulauf,False,dry,84214.77821334315,26430.96244401704,116563.64523614224,36583.71363003909
2022-06-27,North_South,63400.0,19900.0,,422.0,AMELAG,,,False,dry,84193.27676065986,26426.596333393238,,
2022-06-29,North_South,78541.8791778781,35295.8452179016,37903399.1050762,412.476851851852,ESI_CorA,19.68,Wartung Nordzulauf,False,dry,101947.49816069673,45814.069552409615,80464.21894413097,36159.72328596022
2022-06-29,North_South,78500.0,35300.0,,412.0,AMELAG,,,False,dry,101775.34337738504,45766.49199008525,,
2022-07-04,North_South,74011.9106253839,42487.283451107,38911792.677958,380.416666666667,ESI_CorA,19.4,Wartung Nordzulauf,False,dry,88600.63919923783,50862.090166284695,73858.42578586865,42399.173931614394
2022-07-04,North_South,74000.0,42500.0,,380.0,AMELAG,,,False,dry,88489.35303234393,50821.58789019753,,
2022-07-06,North_South,75700.0,36200.0,,378.0,AMELAG,,,False,dry,90045.7838292784,43060.20309933789,,
2022-07-06,North_South,75741.6604212955,36154.5830526079,25950635.0931994,377.75462962963,ESI_CorA,19.9,Wartung Nordzulauf,False,dry,90036.85584510086,42978.26274656293,113335.63995287841,54099.72246059618
2022-07-11,North_South,79065.5083747553,7333.69759101506,89959640.8174432,379.444444444444,ESI_CorA,20.32,Wartung Nordzulauf,False,dry,94408.4722550869,8756.829618635658,34128.64339005858,3165.5921141740123
2022-07-11,North_South,79100.0,7400.0,,379.0,AMELAG,,,False,dry,94339.02793816983,8825.648631383776,,
2022-07-13,North_South,124678.985225271,7333.0,184352543.853769,387.094907407407,ESI_CorA,20.57,Wartung Nordzulauf,False,dry,151875.04519994344,8932.537463622628,26261.757975385055,1544.5864504394872
2022-07-13,North_South,125000.0,4920.0,,387.0,AMELAG,,,False,dry,152228.75010453904,5991.723604114657,,
2022-07-18,North_South,47504.7656333205,3463.69759101506,19848935.3723376,189.594907407407,ESI_CorA,20.9,Wartung Nordzulauf,False,dry,28342.591097145072,2066.532971956152,92935.0704846613,6776.140782236629
2022-07-18,North_South,47500.0,3460.0,,190.0,AMELAG,,,False,dry,28400.299115110385,2068.7375776480408,,
2022-07-20,North_South,75000.0,56830.0,,743.0,AMELAG,,,False,light_rain,175358.07957778685,132874.66216540834,,
2022-07-20,North_South,74988.5435148341,56828.1695968928,187308395.397102,742.627314814815,ESI_CorA,19.85,Wartung Nordzulauf/ WIEDERHOLUNG qPCR,False,light_rain,175243.3477576936,132803.73534833963,15545.952827837347,11781.106852287026
2022-07-25,North_South,53600.0,7400.0,,179.0,AMELAG,,,False,dry,30192.11410858893,4168.3142612604115,,
2022-07-25,North_South,53639.5959097083,7333.0,63407702.8194399,179.340277777778,ESI_CorA,20.59,Wartung Nordzulauf,False,dry,30271.855320898703,4138.426311820391,32849.07528088852,4490.754729775246
2022-07-27,North_South,119899.99999999999,10760.0,,357.0,AMELAG,,,False,dry,134698.60647234562,12088.048420704246,,
2022-07-27,North,64576.3070117594,3464.69759101506,137740310.312679,181.481481481481,ESI_CorA,20.84,,False,dry,36879.17730964397,1978.669928586544,18205.047583931486,976.75118672977
2022-07-27,South,55293.308493838,7333.0,176268230.940202,175.925925925926,ESI_CorA,20.46,,False,dry,30611.042890625216,4059.637298462077,12180.867007080722,1615.4268969612694
2022-08-01,North_South,75800.0,10790.0,,409.0,AMELAG,,,False,dry,97559.19703340445,13887.38437982103,,
2022-08-01,North,65674.89092935,3464.69759101506,72213729.9034372,205.891203703704,ESI_CorA,21.35,,False,dry,42551.302298221126,2244.8060816088123,35315.00348478263,1863.053075063947
2022-08-01,South,10097.0877347984,7333.0,42351248.690952,203.043981481481,ESI_CorA,20.94,,False,dry,6451.518609516044,4685.409021507896,9257.838081744741,6723.495767939828
2022-08-03,South,28832.5454355926,7333.0,25174171.6274805,205.856481481481,ESI_CorA,20.88,,False,dry,18677.69305869272,4750.309802003047,44474.13058164322,11311.134505405029
2022-08-03,North_South,73680.0,10790.0,,417.0,AMELAG,,,False,dry,96685.50628034968,14159.020260110927,,
2022-08-03,North,39860.722423392,3464.69759101506,63123999.9254718,210.914351851852,ESI_CorA,21.52,,False,dry,26456.171773244856,2299.57283856076,24520.556666340042,2131.3289987529324
2022-08-08,North,40813.3066974678,3464.69759101506,73520730.3785687,190.833333333333,ESI_CorA,21.57,,False,dry,24509.345987204444,2080.632001437179,21556.172011347877,1829.933011623805
2022-08-08,North_South,74600.0,8460.0,,393.0,AMELAG,,,False,dry,92258.64702459647,10462.575788580245,,
2022-08-08,South,33786.9387279066,7333.0,138981205.654016,201.5625,ESI_CorA,20.55,,False,dry,21430.59771836611,4651.222602152437,9440.009685752075,2048.8269618947206
2022-08-10,North,112693.280511451,72099.7784945312,319875677.697916,194.143518518519,ESI_CorA,20.02,,False,dry,68848.83900392198,44048.642645415,13680.32682717762,8752.505291316585
2022-08-10,South,41572.5410985833,35907.1193878694,2700660.36540653,209.490740740741,ESI_CorA,20.73,,False,dry,27406.091745366855,23671.245063471113,597745.4390499275,516285.9011341884
2022-08-10,North_South,154600.0,58600.0,,403.0,AMELAG,,,False,dry,196060.56022249468,74315.322309432,,
2022-08-15,North_South,55600.0,20400.0,,365.0,AMELAG,,,False,dry,63862.12412654295,23431.426837796334,,
2022-08-15,North_South,55606.4168373789,50273.2963776693,265061662.685967,364.988425925926,ESI_CorA,21.4,Wartung Nordzulauf,False,dry,63867.46921343142,57742.044736465985,8146.248678649196,7364.955296177869
2022-08-17,North_South,45300.0,24200.0,,389.0,AMELAG,,,False,dry,55452.80342567764,29623.793441531983,,
2022-08-17,North_South,45331.6279011438,59486.1361655524,197036249.227184,389.247685185185,ESI_CorA,20.9,Wartung Nordzulauf,False,dry,55526.85260712054,72864.7539910736,8933.771783715667,11723.284369072282
2022-08-22,North_South,10500.0,7400.0,,387.0,AMELAG,,,False,dry,12787.215008781279,9011.94200618871,,
2022-08-22,North_South,10478.4790138019,14855.65561766,29086425.6954077,386.643518518519,ESI_CorA,21.46,Wartung Nordzulauf,False,dry,12749.25142303595,18074.998124643324,13989.028742051622,19832.667808346792
2022-08-24,North_South,34100.0,13700.0,,399.0,AMELAG,,,False,dry,42815.69304490642,17201.61274824686,,
2022-08-24,North_South,34126.4061503433,33754.7922779682,1917406.22604383,398.576388888889,ESI_CorA,21.2,Wartung Nordzulauf,False,dry,42803.356550226614,42337.25645728959,691124.1875856846,683598.3047104313
2022-08-29,North_South,8631.49496473304,8516.98121952747,78276429.6690419,400.601851851852,ESI_CorA,21.3,Wartung Nordzulauf,False,dry,10881.147003253152,10736.787202249268,4281.881888760188,4225.0743098166495
2022-08-29,North_South,8630.0,7330.0,,401.0,AMELAG,,,False,dry,10890.075027891906,9249.623401442372,,
2022-08-31,North_South,10300.0,7400.0,,456.0,AMELAG,,,False,dry,14780.113560537446,10618.722363881272,,
2022-08-31,North_South,10263.0278964843,8516.98121952747,56275253.1912083,455.717592592593,ESI_CorA,21.26,,False,dry,14717.939297487272,12213.979524481767,7081.703217938058,5876.894608277064
2022-09-05,North_South,27800.0,7760.0,,425.0,AMELAG,,,False,dry,37180.00377230241,10378.303211261391,,
2022-09-05,North_South,27820.6299415927,19088.1448832266,160566687.620475,424.641203703704,ESI_CorA,21.2,,False,dry,37176.18282656257,25507.127821639897,6728.08054136361,4616.235377458674
2022-09-12,North,16897.4525058759,8516.98121952747,69927890.6030294,200.983796296296,ESI_CorA,21.9,,False,dry,10687.053491001754,5386.695647956149,9383.189280722641,4729.496760259935
2022-09-12,South,8631.49496473304,8516.98121952747,8101717.73849251,199.201388888889,ESI_CorA,20.8,,False,dry,5410.707877990005,5338.924203684046,41370.2917498884,40821.433519896564
2022-09-12,North_South,16900.0,8520.0,,218.0,AMELAG,,,False,dry,11593.615734059798,5844.828760602928,,
2022-09-14,North,8294.45067513244,7331.78773772096,2653256.30021724,753.796296296296,ESI_CorA,20.5,,False,light_rain,19675.117363888316,17391.601912741942,121391.44893916773,107302.6257742088
2022-09-14,South,8294.45067513244,7331.78773772096,1946737.02531929,1023.22916666667,ESI_CorA,20.2,,False,heavy_rain,26707.684878842905,23607.962017869162,165447.42433175867,146245.41690143157
2022-09-14,North_South,8290.0,7330.0,,762.0,AMELAG,,,False,light_rain,19878.573019852633,17576.591101992737,,
2022-09-19,North_South,8300.0,15320.0,,565.0,AMELAG,,,False,light_rain,14757.141573441568,27238.48300061745,,
2022-09-19,North_South,8294.45067513244,15319.6141810303,21065847.381512,565.358796296296,ESI_CorA,19.52,,False,light_rain,14756.640122126464,27255.09405427618,15289.326883333222,28238.95133194935
2022-09-21,North_South,14119.764751563,8385.60797499364,12525611.2198639,399.00462962963,ESI_CorA,20.2,,False,dry,17728.87179130349,10529.025893603324,43773.19067435246,25996.524961163723
2022-09-21,North_South,14120.0,8400.0,,399.0,AMELAG,,,False,dry,17728.961460236907,10546.974239800993,,
2022-09-26,North_South,7516.6872050076,16339.8832363581,13707750.0639606,1502.83564814815,ESI_CorA,15.58,,False,heavy_rain,35547.87709222154,77274.48876685319,21293.15283910973,46287.36325401321
2022-09-26,North_South,7520.0,16340.0,,1503.0,AMELAG,,,False,heavy_rain,35567.43321512266,77283.49185307238,,
2022-09-28,North,46986.7535758105,44684.4240800164,30084326.3171316,213.055555555556,ESI_CorA,19.49,,False,dry,31502.42645591781,29958.821927004727,60647.76760133275,57676.0546487167
2022-09-28,North_South,70370.0,64239.99999999999,,459.0,AMELAG,,,False,dry,101642.640816312,92788.45027767347,,
2022-09-28,South,23376.8924663433,19562.6930792247,12335544.9218908,246.145833333333,ESI_CorA,18.38,,False,dry,18107.353126736467,15152.937551707655,73588.18820802549,61581.458794938364
2022-10-03,North_South,57920.0,59060.0,,377.0,AMELAG,,,False,dry,68714.05954899633,70066.51168790959,,
